"","death","cvd","resp","temp","rhum","time","year","month","day","season"
"1384",130,49,8,55,NA,1384,2000,10,289,"Autumn"
"1385",111,39,11,51,NA,1385,2000,10,290,"Autumn"
"1386",114,57,5,52,NA,1386,2000,10,291,"Autumn"
"1387",112,47,8,54,NA,1387,2000,10,292,"Autumn"
"1388",125,51,16,62,NA,1388,2000,10,293,"Autumn"
"1389",116,43,6,66,NA,1389,2000,10,294,"Autumn"
"1390",103,54,4,58,NA,1390,2000,10,295,"Autumn"
"1391",117,49,7,59,NA,1391,2000,10,296,"Autumn"
"1392",114,58,11,65,NA,1392,2000,10,297,"Autumn"
"1393",111,41,9,63,NA,1393,2000,10,298,"Autumn"
"1394",99,41,7,62,NA,1394,2000,10,299,"Autumn"
"1395",124,49,10,68,NA,1395,2000,10,300,"Autumn"
"1396",112,48,3,61,NA,1396,2000,10,301,"Autumn"
"1397",81,42,1,50,NA,1397,2000,10,302,"Autumn"
"1398",108,43,10,46,NA,1398,2000,10,303,"Autumn"
"1399",112,46,11,50,NA,1399,2000,10,304,"Autumn"
"1400",120,49,6,59,NA,1400,2000,10,305,"Autumn"
"1401",115,46,6,63,NA,1401,2000,11,306,"Autumn"
"1402",116,41,9,55,NA,1402,2000,11,307,"Autumn"
"1403",101,44,5,48,NA,1403,2000,11,308,"Autumn"
"1404",107,39,10,46,NA,1404,2000,11,309,"Autumn"
"1405",100,35,4,46,NA,1405,2000,11,310,"Autumn"
"1406",117,42,6,49,NA,1406,2000,11,311,"Autumn"
"1407",115,49,10,49,NA,1407,2000,11,312,"Autumn"
"1408",108,42,10,40,NA,1408,2000,11,313,"Autumn"
"1409",102,48,5,39,NA,1409,2000,11,314,"Autumn"
"1410",98,38,9,37,NA,1410,2000,11,315,"Autumn"
"1411",108,47,10,38,NA,1411,2000,11,316,"Autumn"
"1412",118,50,8,45,NA,1412,2000,11,317,"Autumn"
"1413",103,45,6,36,NA,1413,2000,11,318,"Autumn"
"1414",117,41,8,32,NA,1414,2000,11,319,"Autumn"
"1415",112,45,10,31,NA,1415,2000,11,320,"Autumn"
"1416",110,47,6,36,NA,1416,2000,11,321,"Autumn"
"1417",108,47,7,30,NA,1417,2000,11,322,"Autumn"
"1418",117,39,13,27,NA,1418,2000,11,323,"Autumn"
"1419",136,48,15,30,NA,1419,2000,11,324,"Autumn"
"1420",103,36,7,24,NA,1420,2000,11,325,"Autumn"
"1421",120,45,11,19,NA,1421,2000,11,326,"Autumn"
"1422",112,43,7,22,NA,1422,2000,11,327,"Autumn"
"1423",127,53,7,29,NA,1423,2000,11,328,"Autumn"
"1424",120,46,14,32,NA,1424,2000,11,329,"Autumn"
"1425",114,46,12,38,NA,1425,2000,11,330,"Autumn"
"1426",111,49,6,39,NA,1426,2000,11,331,"Autumn"
"1427",114,49,9,34,NA,1427,2000,11,332,"Autumn"
"1428",128,56,8,34,NA,1428,2000,11,333,"Autumn"
"1429",128,58,7,35,NA,1429,2000,11,334,"Autumn"
"1430",119,46,11,34,NA,1430,2000,11,335,"Autumn"
"1431",125,56,9,34,NA,1431,2000,12,336,"Autumn"
"1432",113,51,5,31,NA,1432,2000,12,337,"Autumn"
"1433",128,53,8,28,NA,1433,2000,12,338,"Autumn"
"1434",126,55,12,32,NA,1434,2000,12,339,"Autumn"
"1435",112,43,8,21,NA,1435,2000,12,340,"Autumn"
"1436",112,41,8,15,NA,1436,2000,12,341,"Autumn"
"1437",123,54,7,25,NA,1437,2000,12,342,"Autumn"
"1438",106,50,6,18,NA,1438,2000,12,343,"Autumn"
"1439",110,32,5,16,NA,1439,2000,12,344,"Autumn"
"1440",117,52,11,30,NA,1440,2000,12,345,"Autumn"
"1441",126,56,10,23,NA,1441,2000,12,346,"Autumn"
"1442",138,59,14,4,NA,1442,2000,12,347,"Autumn"
"1443",121,53,9,8,NA,1443,2000,12,348,"Autumn"
"1444",125,52,12,17,NA,1444,2000,12,349,"Autumn"
"1445",121,52,9,17,NA,1445,2000,12,350,"Autumn"
"1446",126,59,5,25,NA,1446,2000,12,351,"Autumn"
"1447",131,62,9,8,NA,1447,2000,12,352,"Autumn"
"1448",125,56,12,8,NA,1448,2000,12,353,"Autumn"
"1449",129,55,13,14,NA,1449,2000,12,354,"Autumn"
"1450",118,53,10,6,NA,1450,2000,12,355,"Autumn"
"1451",97,50,9,6,NA,1451,2000,12,356,"Autumn"
"1452",124,52,10,-1,NA,1452,2000,12,357,"Autumn"
"1453",144,60,8,8,NA,1453,2000,12,358,"Autumn"
"1454",128,47,12,5,NA,1454,2000,12,359,"Autumn"
"1455",131,49,15,5,NA,1455,2000,12,360,"Autumn"
"1456",122,54,9,11,NA,1456,2000,12,361,"Autumn"
"1457",119,51,13,12,NA,1457,2000,12,362,"Autumn"
"1458",125,54,7,13,NA,1458,2000,12,363,"Autumn"
"1459",132,50,11,21,NA,1459,2000,12,364,"Autumn"
"1460",133,52,14,27,NA,1460,2000,12,365,"Autumn"
"1461",145,59,8,16,NA,1461,2000,12,366,"Autumn"
